adresse,postnummer,by,pris,type,kvm,vaerelser,byggeaar,energimaerke,liggetid,afstand_m,afstand_vindm_m,afstand_sol_m,lat,lng,url
Søvej 57A,2791,Dragør,9795000,Villa/Parcelhus,186,6.0,1930,c,16,78.2,8876.0,7124.0,55.56744,12.61866,https://www.boliga.dk/adresse/soevej-57a-2791-dragoer-975447134
"Toften 3, Kelstrup",4200,Slagelse,1895000,Fritidshus,132,6.0,1961,-,161,78.3,2678.0,5956.0,55.41275,11.20384,https://www.boliga.dk/adresse/toften-3-4200-slagelse-758450749
"Avnøvej 26, Bisserup",4243,Rude,3395000,Fritidshus,60,4.0,1928,-,97,78.5,2401.0,6105.0,55.19967,11.51051,https://www.boliga.dk/adresse/avnoevej-26-4243-rude-3662438
Havnegade 15,7790,Thyholm,1200000,Fritidsgrund,0,0.0,0,-,990,78.7,1252.0,442.0,56.65123,8.63313,https://www.boliga.dk/adresse/havnegade-15-7790-thyholm-664047
Strandhuse 44B,5700,Svendborg,7795000,Villa/Parcelhus,200,7.0,1902,C,25,78.8,4736.0,465.0,55.04707,10.58975,https://www.boliga.dk/adresse/strandhuse-44b-5700-svendborg-1902432276
"Havnevej 12A, Tejn",3770,Allinge,5300000,Fritidshus,146,6.0,2023,J,512,78.8,4548.0,3391.0,55.25005,14.83159,https://www.boliga.dk/adresse/havnevej-12a-3770-allinge-1237758220
"Kristoffervejen 56, pcl. 5., Elsegårde",8400,Ebeltoft,595000,Fritidsgrund,5,2.0,0,-,359,78.9,1201.0,8702.0,56.14429,10.71557,https://www.boliga.dk/adresse/kristoffervejen-56-8400-ebeltoft-172516447
Hulda Lütkens Vej 6A,9900,Frederikshavn,2195000,Villa/Parcelhus,148,6.0,1972,d,83,79.0,883.0,2475.0,57.41032,10.52357,https://www.boliga.dk/adresse/hulda-lütkens-vej-6a-9900-frederikshavn-893307193
Marinavej 28,6320,Egernsund,2995000,Fritidshus,109,4.0,2005,-,158,79.0,4398.0,431.0,54.89941,9.61897,https://www.boliga.dk/adresse/marinavej-28-6320-egernsund-406213114
Toldbodvej 28C,4581,Rørvig,10800000,Villa/Parcelhus,176,6.0,1996,K,441,79.3,4071.0,6078.0,55.94367,11.75837,https://www.boliga.dk/adresse/toldbodvej-28c-4581-roervig-1036498788
"Gudrun Børresensvej 13, Ejby",4070,Kirke Hyllinge,2545000,Fritidshus,145,2.0,1997,-,70,79.4,3710.0,6156.0,55.69362,11.83982,https://www.boliga.dk/adresse/gudrun-boerresensvej-13-4070-kirke-hyllinge-1435646779
Grynderup Strand 15,7870,Roslev,3800000,Fritidshus,85,4.0,1997,-,468,79.4,1999.0,3934.0,56.7707,8.90137,https://www.boliga.dk/adresse/grynderup-strand-15-7870-roslev-730300893
Nordre Strandvej 229A,3140,Ålsgårde,9650000,Villa/Parcelhus,175,6.0,1930,K,108,79.5,3522.0,6449.0,56.07996,12.53681,https://www.boliga.dk/adresse/nordre-strandvej-229a-3140-aalsgaarde-1513765338
Vindeby Vinkelvej 10,5700,Svendborg,8200000,Villa/Parcelhus,156,3.0,1934,d,199,79.6,4475.0,360.0,55.0502,10.61921,https://www.boliga.dk/adresse/vindeby-vinkelvej-10-5700-svendborg-1304132691
Fjordvænget 13,4581,Rørvig,6995000,Fritidshus,189,6.0,1936,-,176,79.8,3980.0,5974.0,55.94306,11.75704,https://www.boliga.dk/adresse/fjordvaenget-13-4581-roervig-1592818984
Mullerup Strandvej 69,4200,Slagelse,2495000,Fritidshus,74,4.0,0,-,125,79.9,1757.0,3317.0,55.49438,11.17551,https://www.boliga.dk/adresse/mullerup-strandvej-69-4200-slagelse-45579895
Strandparken 27d,4941,Bandholm,245700,Helårsgrund,0,0.0,0,-,1209,80.0,3011.0,11376.0,54.83877,11.48087,https://www.boliga.dk/adresse/strandparken-27d-4941-bandholm-614683525
Købmagergade 35,9670,Løgstør,1645000,Fritidshus,300,9.0,1872,C,16,80.0,2606.0,2400.0,56.96909,9.25349,https://www.boliga.dk/adresse/koebmagergade-35-9670-loegstoer-1213075140
"Vinkelhagevej 23, Lemvig Feriecenter, Vinkelhage",7620,Lemvig,835000,Fritidshus,49,3.0,1977,-,168,80.1,2941.0,1792.0,56.56692,8.29495,https://www.boliga.dk/adresse/vinkelhagevej-23-7620-lemvig-1448818204
"Svanevej 4A, Hjarbæk",8831,Løgstrup,2350000,Fritidsgrund,0,0.0,0,-,357,80.2,3171.0,2457.0,56.52926,9.31835,https://www.boliga.dk/adresse/svanevej-4a-8831-loegstrup-2130978506
"Svanevej 4A, Hjarbæk",8831,Løgstrup,2350000,Fritidsgrund,0,0.0,0,-,524,80.2,3171.0,2457.0,56.52926,9.31835,https://www.boliga.dk/adresse/svanevej-4a-8831-loegstrup-1943795
Søndersognsvej 107,4780,Stege,3950000,Fritidshus,193,5.0,1775,g,481,80.2,2196.0,2067.0,54.97602,12.3084,https://www.boliga.dk/adresse/soendersognsvej-107-4780-stege-1344781376
"Strandstien 11A, Listed",3740,Svaneke,6850000,Fritidshus,258,10.0,2004,C,63,80.3,637.0,1624.0,55.1429,15.11684,https://www.boliga.dk/adresse/strandstien-11a-3740-svaneke-716857474
Hejsager Strandvej 280,6100,Haderslev,1699000,Fritidshus,65,3.0,1958,-,1227,80.5,2574.0,1808.0,55.19437,9.59061,https://www.boliga.dk/adresse/hejsager-strandvej-280-6100-haderslev-419985715
Snerlevænget 16,5450,Otterup,3495000,Fritidshus,93,3.0,2011,-,111,80.6,2514.0,11322.0,55.59834,10.38294,https://www.boliga.dk/adresse/snerlevaenget-16-5450-otterup-418941802
"Brinken 45, Strøby Egede",4600,Køge,3800000,Fritidshus,70,4.0,1964,-,512,80.8,3341.0,8059.0,55.41361,12.25903,https://www.boliga.dk/adresse/brinken-45-4600-koege-634665637
Tinkerup Strandvej 34,3250,Gilleleje,15995000,Fritidshus,175,4.0,1932,-,17,80.9,1729.0,7374.0,56.12379,12.25981,https://www.boliga.dk/adresse/tinkerup-strandvej-34-3250-gilleleje-97996896
"Fiskervænget 18, Dyreborg",5600,Faaborg,3495000,Villa/Parcelhus,127,4.0,1889,C,219,80.9,5466.0,11962.0,55.06832,10.21228,https://www.boliga.dk/adresse/fiskervaenget-18-5600-faaborg-1036234276
Strandlysthuse 64,5330,Munkebo,995000,Fritidshus,28,1.0,1950,-,28,81.0,2436.0,7236.0,55.45001,10.55629,https://www.boliga.dk/adresse/strandlysthuse-64-5330-munkebo-429158301
"Glentevej 6, Hvalpsund",9640,Farsø,2295000,Fritidshus,80,4.0,1971,-,166,81.0,3531.0,1338.0,56.69628,9.18666,https://www.boliga.dk/adresse/glentevej-6-9640-farsoe-514827592
"Strandgade 3, Felstedskov",6200,Aabenraa,1995000,Villa/Parcelhus,170,3.0,1967,C,322,81.3,3629.0,4212.0,55.01398,9.49408,https://www.boliga.dk/adresse/strandgade-3-6200-aabenraa-2022944695
"Fiskervænget 12, Dyreborg",5600,Faaborg,3795000,Villa/Parcelhus,127,3.0,1000,B,77,81.3,5505.0,11957.0,55.06874,10.21235,https://www.boliga.dk/adresse/fiskervaenget-12-5600-faaborg-1688714495
Rantzausmindevej 23,5700,Svendborg,16900000,Villa/Parcelhus,279,8.0,1959,d,181,81.5,3512.0,1521.0,55.04145,10.5673,https://www.boliga.dk/adresse/rantzausmindevej-23-5700-svendborg-1259354112
"Grønnekrogen 6, Hasmark Strand",5450,Otterup,1195000,Fritidshus,60,2.0,1951,-,45,81.5,3255.0,8991.0,55.55926,10.46978,https://www.boliga.dk/adresse/groennekrogen-6-5450-otterup-1630165746
"Hou Plantage 13, Hou",5953,Tranekær,2999000,Fritidshus,70,4.0,1919,-,212,81.7,8247.0,1410.0,55.16069,10.94664,https://www.boliga.dk/adresse/hou-plantage-13-5953-tranekaer-1145108145
Helge Rodes Vej 3,9900,Frederikshavn,2495000,Villa/Parcelhus,234,6.0,1976,d,125,81.8,851.0,2410.0,57.40978,10.52316,https://www.boliga.dk/adresse/helge-rodes-vej-3-9900-frederikshavn-1181053930
Vægtergade 17,9670,Løgstør,895000,Fritidshus,101,3.0,1900,c,259,81.8,2668.0,2343.0,56.96803,9.24965,https://www.boliga.dk/adresse/vaegtergade-17-9670-loegstoer-1306039532
"Ved Havnen 4, Stubberup",4880,Nysted,2695000,Fritidshus,162,6.0,1877,C,102,81.8,1281.0,2830.0,54.66499,11.69022,https://www.boliga.dk/adresse/ved-havnen-4-4880-nysted-648467603
Vestre Strandløkkevej 10,5300,Kerteminde,1395000,Fritidshus,41,3.0,1952,-,177,81.9,3004.0,6121.0,55.46088,10.59589,https://www.boliga.dk/adresse/vestre-strandloekkevej-10-5300-kerteminde-1502521590
Strandhuse 44A,5700,Svendborg,6595000,Villa/Parcelhus,138,5.0,1890,C,25,81.9,4742.0,463.0,55.04713,10.58985,https://www.boliga.dk/adresse/strandhuse-44a-5700-svendborg-376922264
Strandparken 27a,4941,Bandholm,227600,Helårsgrund,0,0.0,0,-,1209,82.2,2949.0,11292.0,54.83845,11.4821,https://www.boliga.dk/adresse/strandparken-27a-4941-bandholm-39492401
"Strandvejen 169, Strib",5500,Middelfart,4595000,Villa/Parcelhus,178,7.0,1964,C,324,82.3,3485.0,2074.0,55.53145,9.77092,https://www.boliga.dk/adresse/strandvejen-169-5500-middelfart-1846756690
Dovreåsvej 6,3700,Rønne,4495000,Villa/Parcelhus,254,6.0,1978,C,39,82.3,1323.0,1439.0,55.11594,14.70353,https://www.boliga.dk/adresse/dovreaasvej-6-3700-roenne-1327074455
Melsted Langgade 32,3760,Gudhjem,6498000,Villa/Parcelhus,197,6.0,1852,c,38,82.5,2774.0,8569.0,55.20627,14.97867,https://www.boliga.dk/adresse/melsted-langgade-32-3760-gudhjem-237555630
"Svalevej 12, Nordenhuse",5800,Nyborg,2150000,Fritidshus,60,4.0,1959,-,71,82.8,5090.0,8885.0,55.37346,10.77233,https://www.boliga.dk/adresse/svalevej-12-5800-nyborg-1726928423
Engsvinget 13,5400,Bogense,3995000,Fritidshus,97,6.0,1967,-,71,82.8,9013.0,1420.0,55.53961,10.00419,https://www.boliga.dk/adresse/engsvinget-13-5400-bogense-1319104014
Guldborgvej 215,4862,Guldborg,2695000,Villa/Parcelhus,171,9.0,1869,c,647,82.9,2237.0,7817.0,54.87052,11.7432,https://www.boliga.dk/adresse/guldborgvej-215-4862-guldborg-517758367
"Kysten 7, Lønstrup",9800,Hjørring,7495000,Fritidshus,259,10.0,1920,C,438,83.0,2302.0,1720.0,57.47648,9.79691,https://www.boliga.dk/adresse/kysten-7-9800-hjoerring-2142580584
Marinus Bødkers Vej 20,9900,Frederikshavn,2650000,Villa/Parcelhus,170,6.0,1980,c,520,83.1,1302.0,3153.0,57.41631,10.52605,https://www.boliga.dk/adresse/marinus-boedkers-vej-20-9900-frederikshavn-775269375
"Dæmningen 95, Strib",5500,Middelfart,9500000,Villa/Parcelhus,180,5.0,1892,B,441,83.4,4207.0,3590.0,55.54305,9.78728,https://www.boliga.dk/adresse/daemningen-95-5500-middelfart-2037772296
Dyreborgvej 81,5600,Faaborg,1495000,Villa/Parcelhus,53,3.0,1877,-,128,83.5,5769.0,11580.0,55.07294,10.2183,https://www.boliga.dk/adresse/dyreborgvej-81-5600-faaborg-1167098531
Amalievej 9+11,4581,Rørvig,6995000,Villa/Parcelhus,229,5.0,2005,B,573,83.6,3726.0,5709.0,55.94121,11.75393,https://www.boliga.dk/adresse/amalievej-9--11-4581-roervig-164478646
"Kelstrupvej 90E, Kelstrup Strand",6100,Haderslev,3995000,Fritidshus,180,5.0,1996,-,170,83.8,2440.0,1273.0,55.19189,9.58192,https://www.boliga.dk/adresse/kelstrupvej-90e-6100-haderslev-544325927
Rantzausmindevej 224,5700,Svendborg,5695000,Villa/Parcelhus,165,4.0,1976,K,114,84.0,2250.0,798.0,55.03422,10.53428,https://www.boliga.dk/adresse/rantzausmindevej-224-5700-svendborg-2086716835
Lersøvej 13,3700,Rønne,4695000,Fritidshus,104,4.0,2005,-,143,84.0,4056.0,1133.0,55.08014,14.72465,https://www.boliga.dk/adresse/lersoevej-13-3700-roenne-2001426635
"Olaf Kristiansensvej 37, Ejby",4070,Kirke Hyllinge,2250000,Fritidshus,47,3.0,1948,-,101,84.1,3893.0,6537.0,55.69696,11.83843,https://www.boliga.dk/adresse/olaf-kristiansensvej-37-4070-kirke-hyllinge-895796895
"Egholmvej 7, Korsør Syd",4220,Korsør,4298000,Villa/Parcelhus,159,4.0,1964,C,105,84.1,3297.0,3446.0,55.32073,11.15259,https://www.boliga.dk/adresse/egholmvej-7-4220-korsoer-1468904193
Klitrosevej 10,9990,Skagen,22000000,Fritidshus,170,3.0,2010,b,185,84.3,3012.0,3644.0,57.72755,10.51896,https://www.boliga.dk/adresse/klitrosevej-10-9990-skagen-1000368776
"Fløjvejen 5, Hasmark Strand",5450,Otterup,750000,Fritidshus,38,2.0,1961,-,213,84.3,3425.0,8969.0,55.55804,10.47339,https://www.boliga.dk/adresse/floejvejen-5-5450-otterup-395411336
Vildrosevej 33,4500,Nykøbing Sj,4495000,Fritidshus,68,3.0,1936,-,113,84.4,4974.0,1805.0,55.93796,11.63987,https://www.boliga.dk/adresse/vildrosevej-33-4500-nykoebing-sj-806209670
Brinken 115,4671,Strøby,3250000,Fritidshus,89,5.0,1978,-,49,84.4,2414.0,7393.0,55.40905,12.27215,https://www.boliga.dk/adresse/brinken-115-4671-stroeby-2013399051
"Brinken 57A, Strøby Egede",4600,Køge,3295000,Helårsgrund,78,4.0,1963,-,423,84.4,3219.0,7974.0,55.41308,12.26085,https://www.boliga.dk/adresse/brinken-57a-4600-koege-646282852
Sundvej 53,4780,Stege,1088000,Landejendom,102,3.0,1985,K,158,84.5,1035.0,1157.0,54.99302,12.27783,https://www.boliga.dk/adresse/sundvej-53-4780-stege-1481429921
Villingebæk Strandvej 524A,3120,Dronningmølle,28000000,Fritidshus,150,6.0,1978,-,241,84.6,3710.0,10806.0,56.09904,12.40421,https://www.boliga.dk/adresse/villingebaek-strandvej-524a-3120-dronningmoelle-44535601
Rønne Alle 20,5700,Svendborg,9950000,Villa/Parcelhus,193,7.0,1907,d,63,84.7,5044.0,740.0,55.05189,10.60358,https://www.boliga.dk/adresse/roenne-alle-20-5700-svendborg-1283707003
A W Holmsvej 7,3250,Gilleleje,34800000,Fritidshus,283,8.0,1962,c,483,84.8,1868.0,8340.0,56.1269,12.29934,https://www.boliga.dk/adresse/a-w-holmsvej-7-3250-gilleleje-614977981
"Bundgarnet 121, Råbylille",4780,Stege,4495000,Villalejlighed,182,5.0,1908,K,432,84.8,2604.0,7613.0,54.96409,12.4069,https://www.boliga.dk/adresse/bundgarnet-121-4780-stege-1634518671
Nørregade 3,7620,Lemvig,1895000,Villa/Parcelhus,127,6.0,1900,D,513,84.9,2189.0,3206.0,56.55034,8.30849,https://www.boliga.dk/adresse/noerregade-3-7620-lemvig-1774887410
"Strandvejen 23, st. tv.",7600,Struer,2075000,Fritidshus,190,5.0,1897,C,990,84.9,3507.0,292.0,56.49281,8.58915,https://www.boliga.dk/adresse/strandvejen-23-st-tv-7600-struer-1387068338
Pilebækken 27,5970,Ærøskøbing,1395000,Villa/Parcelhus,77,2.0,1905,F,11,84.9,5424.0,267.0,54.88618,10.41371,https://www.boliga.dk/adresse/pilebaekken-27-5970-aeroeskoebing-1778056488
Stødby Strandvej 62,4983,Dannemare,1275000,Fritidshus,47,2.0,1937,-,148,84.9,1439.0,8659.0,54.73303,11.13561,https://www.boliga.dk/adresse/stoedby-strandvej-62-4983-dannemare-478188225
Hyttevej 11,5464,Brenderup Fyn,1145000,Fritidshus,40,2.0,1960,-,33,85.0,5117.0,2440.0,55.51776,9.95597,https://www.boliga.dk/adresse/hyttevej-11-5464-brenderup-fyn-358442825
Johnsens Alle 7,7700,Thisted,3275000,Villa/Parcelhus,164,4.0,1917,C,108,85.1,2341.0,2606.0,56.95378,8.70438,https://www.boliga.dk/adresse/johnsens-alle-7-7700-thisted-981503073
"Havnevej 36, Havnsø",4591,Føllenslev,2325000,Villa/Parcelhus,134,4.0,1917,B,140,85.2,1810.0,2933.0,55.75235,11.32765,https://www.boliga.dk/adresse/havnevej-36-4591-foellenslev-1772260337
Strandvejen 25B,7600,Struer,3595000,Fritidshus,176,5.0,2023,J,231,85.4,3505.0,275.0,56.49285,8.58882,https://www.boliga.dk/adresse/strandvejen-25b-7600-struer-1176632159
"Sønder Alle 29, Strib",5500,Middelfart,4495000,Villa/Parcelhus,121,4.0,1904,C,22,85.4,4591.0,3065.0,55.54042,9.76288,https://www.boliga.dk/adresse/soender-alle-29-5500-middelfart-1670450928
"Simons Bakke 27, Tilsted",7700,Thisted,3500000,Fritidshus,118,4.0,1939,E,437,85.4,2354.0,4126.0,56.94568,8.66227,https://www.boliga.dk/adresse/simons-bakke-27-7700-thisted-1060964271
Sæbyvej 109B,9900,Frederikshavn,3595000,Villa/Parcelhus,183,4.0,1981,c,545,85.5,900.0,2594.0,57.41151,10.52333,https://www.boliga.dk/adresse/saebyvej-109b-9900-frederikshavn-93943669
"Bækvej 1, Vemmingbund",6310,Broager,2395000,Fritidshus,88,3.0,1992,-,158,85.6,3737.0,1864.0,54.89552,9.70008,https://www.boliga.dk/adresse/baekvej-1-6310-broager-1552000563
"Frederiksborgvej 220, Himmelev",4000,Roskilde,8995000,Villa/Parcelhus,139,4.0,1951,E,164,85.7,1619.0,1754.0,55.6695,12.09206,https://www.boliga.dk/adresse/frederiksborgvej-220-4000-roskilde-141728007
Rudbæksbanke 22,5500,Middelfart,4495000,Villa/Parcelhus,122,5.0,1963,e,181,85.8,3369.0,1917.0,55.53004,9.77072,https://www.boliga.dk/adresse/rudbaeksbanke-22-5500-middelfart-1173085917
Store Orebjergvej 67B,3210,Vejby,12995000,Fritidshus,131,5.0,2011,-,242,85.9,2269.0,3824.0,56.10451,12.174,https://www.boliga.dk/adresse/store-orebjergvej-67b-3210-vejby-763978669
Strandvejen 25A,7600,Struer,3595000,Fritidshus,183,5.0,2023,J,231,85.9,3505.0,280.0,56.49283,8.58893,https://www.boliga.dk/adresse/strandvejen-25a-7600-struer-1710624656
"Hjelmevej 10, Thorsminde",6990,Ulfborg,3350000,Fritidshus,189,5.0,2008,B,46,86.1,4465.0,6058.0,56.37929,8.1213,https://www.boliga.dk/adresse/hjelmevej-10-6990-ulfborg-1650174087
"Brogade 6H, 1.",4990,Sakskøbing,275000,Landejendom,64,1.0,1991,C,164,86.2,1154.0,2650.0,54.80072,11.63651,https://www.boliga.dk/adresse/brogade-6h-1-4990-sakskoebing-263227691
Munkerup Have 10,3120,Dronningmølle,6295000,Fritidshus,169,3.0,2002,-,484,86.2,1479.0,9382.0,56.10822,12.36793,https://www.boliga.dk/adresse/munkerup-have-10-3120-dronningmoelle-1952040323
Thyravej 19E,4791,Borre,3795000,Fritidshus,109,4.0,2026,-,8,86.4,6177.0,11632.0,54.9529,12.4706,https://www.boliga.dk/adresse/thyravej-19e-4791-borre-386494289
Fjordvænget 17,4581,Rørvig,7250000,Fritidshus,117,5.0,1935,-,183,86.4,3954.0,5940.0,55.94289,11.75659,https://www.boliga.dk/adresse/fjordvaenget-17-4581-roervig-159463874
"Vestre Strandvej 53A, Landborup",8420,Knebel,2995000,Fritidshus,61,3.0,1980,-,892,86.7,7975.0,7229.0,56.17692,10.37852,https://www.boliga.dk/adresse/vestre-strandvej-53a-8420-knebel-408174027
"Frederiksborgvej 222A, Himmelev",4000,Roskilde,13995000,Villa/Parcelhus,165,5.0,2014,B,78,86.8,1593.0,1727.0,55.66973,12.09222,https://www.boliga.dk/adresse/frederiksborgvej-222a-4000-roskilde-1306440808
Villingebæk Strandvej 591B,3120,Dronningmølle,9795000,Fritidshus,156,6.0,1918,c,135,86.8,3524.0,10639.0,56.0991,12.4012,https://www.boliga.dk/adresse/villingebaek-strandvej-591b-3120-dronningmoelle-1954636487
Thyravej 19G,4791,Borre,3595000,Fritidshus,109,4.0,2026,-,8,87.3,6165.0,11615.0,54.95294,12.47033,https://www.boliga.dk/adresse/thyravej-19g-4791-borre-2045024303
Kærmindestien 11,3390,Hundested,5995000,Fritidshus,65,3.0,1962,-,140,87.4,5582.0,2302.0,55.9429,11.88619,https://www.boliga.dk/adresse/kaermindestien-11-3390-hundested-1807492836
"Hvirpgade 13, Hvirp",7884,Fur,1695000,Fritidshus,104,3.0,1950,-,22,87.5,2092.0,8669.0,56.81768,9.02747,https://www.boliga.dk/adresse/hvirpgade-13-7884-fur-960501761
Langsand 139,6960,Hvide Sande,2850000,Fritidshus,72,3.0,2022,-,137,87.5,470.0,512.0,56.00742,8.13395,https://www.boliga.dk/adresse/langsand-139-6960-hvide-sande-2001707287
Stødby Strandvej 27,4983,Dannemare,699000,Fritidshus,63,3.0,1962,-,331,87.6,1716.0,8928.0,54.73432,11.13163,https://www.boliga.dk/adresse/stoedby-strandvej-27-4983-dannemare-1736659719
"Marinaen 1, Hvalpsund",9640,Farsø,2695000,Fritidshus,119,4.0,2025,-,513,87.7,4360.0,473.0,56.70425,9.20372,https://www.boliga.dk/adresse/marinaen-1-9640-farsoe-186245722
"Lille Søstræde 4, Rønne",3700,Rønne,1950000,Villa/Parcelhus,130,4.0,1904,D,336,87.8,2714.0,1438.0,55.10245,14.6936,https://www.boliga.dk/adresse/lille-soestraede-4-3700-roenne-1879650126
"Åsvej 29, Ås",7700,Thisted,5995000,Fritidshus,61,3.0,2012,-,29,87.8,1272.0,4043.0,56.9169,8.64568,https://www.boliga.dk/adresse/aasvej-29-7700-thisted-1765495929
Strandvej 38,4800,Nykøbing F,2195000,Villa/Parcelhus,131,5.0,1952,D,97,87.9,3727.0,2733.0,54.77547,11.86232,https://www.boliga.dk/adresse/strandvej-38-4800-nykoebing-f-1734786762
Hestehavevej 74,4720,Præstø,2495000,Villa/Parcelhus,102,4.0,1947,E,288,88.0,1492.0,1397.0,55.12128,12.06175,https://www.boliga.dk/adresse/hestehavevej-74-4720-praestoe-727684595
"Sælvig 44, Sælvig",8305,Samsø,1795000,Fritidshus,216,6.0,1900,D,517,88.0,2077.0,4224.0,55.86288,10.55046,https://www.boliga.dk/adresse/saelvig-44-8305-samsoe-1181324444
"Skyttevej 6, Baaring Skov",5466,Asperup,10500000,Villa/Parcelhus,283,5.0,1860,K,51,88.0,2633.0,2873.0,55.50839,9.91667,https://www.boliga.dk/adresse/skyttevej-6-5466-asperup-2043763072
Strandparksvej 2A,4600,Køge,5075000,Villa/Parcelhus,150,4.0,1987,K,108,88.1,4814.0,9090.0,55.4191,12.23636,https://www.boliga.dk/adresse/strandparksvej-2a-4600-koege-149960501
Skovlyvej 12A,2690,Karlslunde,12750000,Villa/Parcelhus,214,5.0,2012,I,102,88.2,3806.0,1390.0,55.55767,12.25968,https://www.boliga.dk/adresse/skovlyvej-12a-2690-karlslunde-1923357771
"Fjordstræde 13, Doverodde",7760,Hurup Thy,1145000,Villa/Parcelhus,138,5.0,1960,C,43,88.2,1149.0,2932.0,56.71872,8.47042,https://www.boliga.dk/adresse/fjordstraede-13-7760-hurup-thy-1480069225
Frydenlundsvej 5,3700,Rønne,6495000,Villa/Parcelhus,193,5.0,1900,D,67,88.2,1309.0,1427.0,55.11673,14.70331,https://www.boliga.dk/adresse/frydenlundsvej-5-3700-roenne-1071027734
Strandmøllevej 134A,4300,Holbæk,4995000,Villa/Parcelhus,79,2.0,1935,F,121,88.3,3736.0,4135.0,55.72014,11.74098,https://www.boliga.dk/adresse/strandmoellevej-134a-4300-holbaek-1975310159
Strandvejen 213,4600,Køge,1350000,Fritidshus,54,2.0,1929,-,99,88.5,7252.0,7218.0,55.43388,12.20788,https://www.boliga.dk/adresse/strandvejen-213-4600-koege-1561762103
Thyravej 19D,4791,Borre,3595000,Fritidshus,109,4.0,2026,-,8,88.7,6186.0,11648.0,54.95289,12.47085,https://www.boliga.dk/adresse/thyravej-19d-4791-borre-271061475
Hasseløvej 7,4873,Væggerløse,845000,Fritidshus,138,4.0,1900,d,535,88.9,424.0,1241.0,54.72111,11.89759,https://www.boliga.dk/adresse/hasseloevej-7-4873-vaeggerloese-233305356
"Bølshavn 13B, Bølshavn",3740,Svaneke,4995000,Fritidshus,236,5.0,1938,F,134,89.3,830.0,258.0,55.1549,15.07388,https://www.boliga.dk/adresse/boelshavn-13b-3740-svaneke-568365086
Digterstien 5,2670,Greve,6450000,Villa/Parcelhus,123,4.0,1944,C,60,89.3,4790.0,2819.0,55.57071,12.28682,https://www.boliga.dk/adresse/digterstien-5-2670-greve-1059431647
Kystvej 29,3210,Vejby,23950000,Fritidsgrund,53,4.0,1937,-,114,89.4,4827.0,1853.0,56.07703,12.11089,https://www.boliga.dk/adresse/kystvej-29-3210-vejby-328166040
"Fuglevænget 22, Thorsminde",6990,Ulfborg,1595000,Fritidshus,170,5.0,1975,C,140,89.4,4877.0,6230.0,56.36944,8.12233,https://www.boliga.dk/adresse/fuglevaenget-22-6990-ulfborg-826976557
"Halevejen 6, Ristinge",5932,Humble,545000,Helårsgrund,0,0.0,0,-,422,89.7,3713.0,5829.0,54.83454,10.61206,https://www.boliga.dk/adresse/halevejen-6-5932-humble-5438650
Brostræde 6,4771,Kalvehave,1350000,Fritidshus,140,4.0,1930,D,228,89.7,2578.0,4142.0,54.99667,12.15732,https://www.boliga.dk/adresse/brostraede-6-4771-kalvehave-525431842
Klintevej 1A,3600,Frederikssund,3495000,Villa/Parcelhus,118,3.0,1960,D,187,89.8,4164.0,3340.0,55.84542,12.04472,https://www.boliga.dk/adresse/klintevej-1a-3600-frederikssund-60710517
"Vagtelvej 11, Frølunde Fed",4220,Korsør,3895000,Fritidshus,131,3.0,1951,-,1008,89.9,1196.0,5281.0,55.38163,11.20061,https://www.boliga.dk/adresse/vagtelvej-11-4220-korsoer-17441134
Trøjborgvej 3,6340,Kruså,8750000,Villa/Parcelhus,256,8.0,2006,b,2,90.0,6051.0,811.0,54.83923,9.45368,https://www.boliga.dk/adresse/troejborgvej-3-6340-krusaa-385866485
Kystvejen 328,4671,Strøby,6695000,Fritidshus,172,6.0,1999,-,534,90.1,1099.0,6326.0,55.3996,12.30608,https://www.boliga.dk/adresse/kystvejen-328-4671-stroeby-715831949
Illerstrandvej 26,6310,Broager,4495000,Fritidshus,120,4.0,1870,c,65,90.2,975.0,2228.0,54.87126,9.64869,https://www.boliga.dk/adresse/illerstrandvej-26-6310-broager-305689148
Nordre Strandvej 257C,3140,Ålsgårde,6495000,Villa/Parcelhus,155,4.0,1949,D,36,90.2,3243.0,7261.0,56.0842,12.52126,https://www.boliga.dk/adresse/nordre-strandvej-257c-3140-aalsgaarde-80425137
"Møllevænget 18, Hostrupskov",6200,Aabenraa,4500000,Villa/Parcelhus,158,4.0,1999,B,23,90.4,5832.0,2376.0,55.01671,9.44945,https://www.boliga.dk/adresse/moellevaenget-18-6200-aabenraa-715269745
Fjordvej 15,7900,Nykøbing M,3195000,Villa/Parcelhus,237,6.0,1974,I,100,90.4,2405.0,2288.0,56.8027,8.87541,https://www.boliga.dk/adresse/fjordvej-15-7900-nykoebing-m-340467869
"Fjordvejen 10, Bremdal",7600,Struer,4795000,Villa/Parcelhus,291,8.0,1979,B,114,90.7,2748.0,1056.0,56.50141,8.58272,https://www.boliga.dk/adresse/fjordvejen-10-7600-struer-232534884
Lille Orebjergvej 2,3210,Vejby,27995000,Fritidshus,351,10.0,1912,-,176,90.7,2261.0,3871.0,56.10477,12.17465,https://www.boliga.dk/adresse/lille-orebjergvej-2-3210-vejby-1527275244
Greve Strandvej 87A,2670,Greve,16495000,Villa/Parcelhus,268,6.0,1971,b,269,91.1,5293.0,2696.0,55.57766,12.30121,https://www.boliga.dk/adresse/greve-strandvej-87a-2670-greve-1284751685
